recipe_id,title,ingredients,quantities
3498,Green Beans Salad Recipe,"salt,mustard seeds,coconut,asafoetida (hing),curry leaves,dry red chillies,cumin seeds (jeera),lemon,almonds (badam),green beans (french beans) trimmed,sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
3499,Raw Banana and Banana Stem Stuffed Paratha Recipe,"salt,wheat flour,ginger,green chilli,amchur (dry mango powder),banana stem,red chilli powder,cloves garlic,onion,cumin seeds (jeera),black pepper powder,turmeric powder,banana,garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3500,Roasted Red Pepper Hummus Recipe,"salt,red bell pepper (capsicum),cumin powder (jeera),red chilli powder,cloves garlic,virgin olive oil,water,kabuli chana (white chickpeas),parsley leaves,lemon,sesame seeds (til seeds)","1,1,1,1,1,1,1,1,1,1,1"
3501,Chaat Masala Mashed Potato Toasted Sandwich Recipe,"salt,butter toasting,wheat brown bread,green chilli,coriander (dhania) leaves,chaat masala powder,sweet chutney (date tamarind),onion,potato (aloo),green chutney (coriander mint)","1,1,1,1,1,1,1,1,1,1"
3502,Indo-Chinese Style Ginger Fish Recipe,"salt,green bell peppers,red bell pepper (capsicum),ginger,corn flour,spring onion (bulb greens),cloves garlic,soy sauce,chilli vinegar,dry ginger powder,onion,brown sugar (demerara sugar),pepper,basa fish fillet,red chilli sauce","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3503,Moroccan Eggplant And Garbanzo Stew Recipe,"salt,vegetable stock,cumin powder (jeera),white pepper powder,paprika powder,brinjal (baingan eggsplant),virgin olive oil,onion,tomato choppes,white garbanzo,cloves (laung),cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1,1,1"
3504,Cheesy Pav Bhaji Recipe,"tomato,pav bhaji masala,green beans (french beans),ginger,cheese,salt,cauliflower (gobi),green peas (matar),cloves garlic,carrot,red chilli powder,onion,green bell pepper (capsicum),coriander powder,potato (aloo),butter,cabbage (patta gobi muttaikose)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3505,Enchorer Torkari Recipe - Bengali Style Raw Jackfruit in Semi-gravy,"tomato,green chillies,cumin powder (jeera),salt,mustard oil,cardamom (elaichi) podsseeds,bay leaf (tej patta),ghee,potato (aloo),jackfruit (kathal) unripe young,red chilli powder,sugar,onion,garlic,cinnamon stick (dalchini),ginger paste,turmeric powder,cloves (laung),garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3506,Creme Caramel Flan Recipe (Caramel Custard),"milk,water,sugar,vanilla,caster sugar,eggs","1,1,1,1,1,1"
3507,Elo Jhelo Nimki Recipe,"salt,kalonji (onion nigella seeds),sugar,flour (maida),sunflower oil","1,1,1,1,1"
3508,Spinach And Tomato Quiche Recipe,"salt,rosemary,milk,cloves garlic,pie crust recipe,onion,eggs,spinach leaves (palak)","1,1,1,1,1,1,1,1"
3509,Kerala Style Avial Recipe - Onam Sadya Recipe,"salt,green beans (french beans),elephant yam (suransenairatalu),green chillies,coconut,vellai poosanikai (ash gourdwhite pumpkin),drumstick,carrot,curry leaves,cumin seeds (jeera),coconut oil,potato (aloo),turmeric powder,banana","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3510,Muga Ambat Recipe,"salt,tamarind water,coconut,mustard seeds,green moong sprouts,water,curry leaves,dry red chillies,onion,turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
3511,Chakka Erissery Recipe - Kerala Style Coconut Laced Jackfruit Sabzi,"salt,coconut,mustard seeds,red chilli powder,water,cloves garlic,jackfruit ripe (kathal),curry leaves,dry red chillies,cumin seeds (jeera),coconut oil,black pepper powder,turmeric powder","1,1,1,1,1,1,1,1,1,1,1,1,1"
3512,Cold Phyllo Tartlets With Cream Cheese And Dill Toppings Recipe,"cheese,salt,britannia,dill leaves,hung curd (greek yogurt),sour,strawberries,mint leaves (pudina),pllo tartlet store bought","1,1,1,1,1,1,1,1,1"
3513,Vepampoo Kara Kuzhambu Recipe (Dried Neem Flower Gravy),"salt,neem leaves dry,chana dal (bengal gram dal),asafoetida (hing),mustard seeds,sesame (gingelly) oil,cloves garlic,water,pearl onion (sambar onion),dry red chillies,methi seeds (fenugreek seeds),coriander powder,turmeric powder,sambar powder,tamarind lemon","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3514,The Best Spicy Spaghetti Bolognese Recipe,"tomato,salt,basil leaves,bacon smoked,cloves garlic,carrot,virgin olive oil,beef,onion,red chilli,black pepper powder,parmesan cheese,del monte spaghetti pasta,red wine,dried oregano","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3515,Banana And Cranberry Bran Muffins Recipe,"baking powder,salt,wheat flour flour,bananas,instant oats (oatmeal) oats bran,milk,cranberries (dried),baking soda,vanilla,maple syrup,butter,cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1,1,1"
3516,Tandoori Chickpea & Cauliflower Curry Recipe (Vegan Curry),"tomato,salt,kashmiri red chilli powder,fennel seeds (saunf),cauliflower (gobi),chaat masala powder,mint leaves (pudina),cloves garlic,kabuli chana (white chickpeas),coal coal smoking,turmeric powder,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1"
3517,Oats Yogurt Parfait With Fruits Recipe,"hung curd (greek yogurt),instant oats (oatmeal) instant,fruits preference,water,wheat flakes (cereal),vanilla","1,1,1,1,1,1"
3518,Indo Japanese Rice Cakes Recipe,"yellow bell pepper (capsicum),salt,corn flour,green chilli,rice,soy sauce,water,onion,brown sugar (demerara sugar),black pepper powder,flour (maida),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
3519,Cauliflower Rice and Lentil Curry Recipe,"coconut milk,tomato,salt,mustard seeds,coriander (dhania) leaves,cauliflower (gobi),red chilli powder,ginger garlic paste,curry leaves,masoor dal hold the grain,cinnamon stick (dalchini),cumin seeds (jeera),curry powder,onion,tofu,turmeric powder,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3520,Healthy Vegetable Paratha Rolls Recipe,"tomato,salt,ginger,garam masala powder,green chilli,green peas (matar),carrot,coriander (dhania) leaves,onion,cumin seeds (jeera),green bell pepper (capsicum),potato (aloo),tawa paratha,cabbage (patta gobi muttaikose),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3521,Vegetarian Malai Kebab Recipe,"salt,ginger,coriander (dhania) leaves,paneer,rice flour rice powder,potato (aloo),chaat masala powder,green chilli(),onion,milk powder,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
3522,Persian Eggplant Stew Recipe (Khoresht Bademjan),"tomato,salt,cumin powder (jeera),sunflower oil,brinjal (baingan eggsplant),red chilli powder,cloves garlic,water,onion,black pepper powder,turmeric powder,cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1,1,1"
3523,Labongo Latika Recipe,"cashew nuts,khoya (mawa),flour (maida) ghee refined oil baking soda tea spoon cloves,pistachios,ghee,cardamom (elaichi) podsseeds,saffron strands,raisins,water,baking soda,sugar,cinnamon stick (dalchini),cloves (laung)","1,1,1,1,1,1,1,1,1,1,1,1,1"
3524,Moong Dal Ladoo Recipe,"yellow moong dal (split),ghee,pistachios,badam (almond),caster sugar,cardamom powder (elaichi),cashews","1,1,1,1,1,1,1"
3525,Adzuki Bean Paste Recipe (Red Bean Paste Recipe),"salt,black beans,sesame (gingelly) oil,soy sauce,sugar,vinegar","1,1,1,1,1,1"
3526,Paneer Pav Bhaji Recipe - Wholesome Weeknight Dinner,"tomato,pav bhaji masala,salt,butter toasting,coriander (dhania),paneer,cauliflower (gobi),chaat masala powder,pav buns (ham burger buns could be substituted),cloves garlic,carrot,onion,lemon,green bell pepper (capsicum),potato (aloo),butter","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3527,Andhra Style Beetroot Vepudu Recipe (Stir Fried Beetroot),"salt,dry red chilli,curry leaves,white urad dal (split),cumin seeds (jeera),beetroot,chana dal (bengal gram dal),sunflower oil","1,1,1,1,1,1,1,1"
3528,Iyengar Style Whole Wheat & Oats Khara Biscuit Recipe (Savory Cookie Recipe),"salt,wheat flour,green chilli,black pepper corns,milk,curry leaves,sugar,coriander (dhania) leaves,butter,instant oats (oatmeal)","1,1,1,1,1,1,1,1,1,1"
3529,Eggless Date & Walnut Oatmeal Cake Recipe,"baking powder,salt,rolled oats,dates,water,flax seed powder (flax meal),nutralite classic,brown sugar (demerara sugar),flour (maida),walnuts","1,1,1,1,1,1,1,1,1,1"
3530,Muesli Pumpkin Bread Recipe,"baking powder,wheat flour,salt,parangikai pumpkin,milk,jaggery,virgin olive oil,dry ginger powder,muesli,vanilla,eggs,flour (maida),instant oats (oatmeal),cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3531,Baby Corn & Tomato Masala Bath-Rice Spiced With Pav Bhaji Masala,"tomato,pav bhaji masala,cumin powder (jeera),ginger,salt,coriander (dhania) leaves,cloves garlic,baby corn,onion,cumin seeds (jeera),lemon,rice cooled completely,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3532,Raab Recipe - Immunity Building Home Remedy Made From Millet Flour,"wheat flour,ghee,ajwain (carom seeds) cumin seeds,jaggery,dry ginger powder ground ginger,black peppercorns,bajra flour ( pearl millet)","1,1,1,1,1,1,1"
3533,Prawn Ghee Pepper Masala Recipe With Garlic,"dabur tamarind paste,ghee,fennel seeds (saunf),prawns deveined,jaggery,black peppercorns,curry leaves,dry red chillies,garlic,black peppercorns mortar pestle,onion,cumin seeds (jeera),star anise","1,1,1,1,1,1,1,1,1,1,1,1,1"
3534,Ada Pradhaman Recipe - Kerala Style Rice Ada Pudding With Jaggery & Coconut Milk,"cashew nuts,coconut milk (nd rd ct),coconut,ghee,jaggery,raisins,water,coconut milk (st ct),rice ada,cardamom powder (elaichi)","1,1,1,1,1,1,1,1,1,1"
3535,"Creamy Cabbage, Sweet Corn Cole Slaw with Hung Curd Recipe","salt,hung curd (greek yogurt),spring onion greens,red chilli flakes,sweet corn,black pepper powder,cabbage (patta gobi muttaikose),dried oregano","1,1,1,1,1,1,1,1"
3536,Mamsaam Chops Recipe (Lamb Chops in Black Pepper Gravy),"salt,green chillies,ginger,ghee,cardamom (elaichi) podsseeds,lamb lamb chops,red chilli powder,black peppercorns y,cloves garlic,dry red chillies,cinnamon stick (dalchini),onion,coriander powder,turmeric powder,cloves (laung),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3537,Karnataka Style Kadle Kaalu Saru Recipe (Black Chickpea Curry Recipe),"tomato,salt,coconut,mustard seeds,jaggery,red chilli powder,cloves garlic,curry leaves,coriander (dhania) leaves,onion,cumin seeds (jeera),sambar powder,kala chana (brown chickpeas)","1,1,1,1,1,1,1,1,1,1,1,1,1"
3538,Satsaagi Recipe - Sindhi Seven Vegetable Sabzi No Onion No Garlic,"tomato,cumin powder (jeera),asafoetida (hing),coriander (dhania) leaves,carrot,cumin seeds (jeera),turmeric powder,green chillies,sunflower oil,garam masala powder,green beans (french beans),mint leaves (pudina),red chilli powder,ginger,amchur (dry mango powder),ghee,green peas (matar),coriander (dhania) leaves,colocasia root (arbi),bottle gourd (lauki),green bell pepper (capsicum),potato (aloo)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3539,Baked Eggplant Stuffed with Red Lentil Hummus Recipe,"paprika powder,virgin olive oil,carrot,cloves garlic,onion,cumin seeds (jeera),dried oregano,salt,mint leaves (pudina),walnuts,sugar,lemon,pepper,lemon from,butter,hung curd (greek yogurt),brinjal (baingan eggsplant) three,red chilli flakes,badam (almond),parmesan cheese,masoor dal","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3540,Lebanese Style Riz B Haleeb Recipe - Rice Pudding With Pistachios,"corn flour,rice,orange blossom water,pistachios,sugar,milk mix cornflour","1,1,1,1,1,1"
3541,Homemade Macaroni And Cheese Recipe,"salt,wheat flour,cheddar cheese sharp,milk,salt pasta,butter,elbow pasta","1,1,1,1,1,1,1"
3542,Sri Lankan Style Fried Egg Curry Recipe,"tomato,coconut milk,salt,ginger,eggs,cardamom (elaichi) podsseeds,fennel seeds (saunf),cloves garlic,red chilli flakes,curry leaves,onion,cinnamon stick (dalchini),coriander powder,cloves (laung),garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3543,Pull Apart Mini Pizza Boats Recipe,"tomato,salt,wheat flour,red bell pepper (capsicum),mozzarella cheese,water,dry yeast,italian,virgin olive oil,sugar,jalapenos green chillies,onion,cloves garlic,green bell pepper (capsicum),button mushrooms,green chillies,cloves garlicor,dried oregano","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3544,Roasted Beet & Walnut Dip Recipe,"salt,cumin powder (jeera),cloves garlic,black peppercorns,virgin olive oil,spring onion (bulb greens),coriander (dhania) leaves,lemon,beetroot,walnuts","1,1,1,1,1,1,1,1,1,1"
3545,Peanut Saffron Barfi Recipe,"butter clarified,peanuts (moongphali) unsalted,cardamom (elaichi) podsseeds,pistachios,saffron strands,milk,sugar,yellow food colour,milk powder","1,1,1,1,1,1,1,1,1"
3546,South Indian Case Tiger Joint Recipe (Plantine's Lotus Past Surrey),"tomato,chana dal (bengal gram dal),mustard seeds,asafoetida (hing),fennel seeds (saunf),coconut,jaggery,sesame (gingelly) oil,banana,curry leaves,dry red chillies,methi seeds (fenugreek seeds),cumin seeds (jeera),tamarind paste,sambar powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3547,Banana Stem Thoran Recipe - Ayurvedic No Onion No Garlic Recipe,"salt,coconut,mustard seeds,curry leaves,white urad dal (split),banana stem dices,coconut oil,green chillies","1,1,1,1,1,1,1,1"
3548,Three Bean Salad Recipe,"salt,cumin powder (jeera),chaat masala powder,tomato seeds,red chilli powder,virgin olive oil,kabuli chana (white chickpeas),green bell pepper (capsicum),coriander (dhania) leaves,lemon,rajma (large kidney beans),cucumber,red onion,black eyed beans (lobia)","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3549,Spinach And Sweet Potato Kofta In Green Curry Recipe,"coconut milk,salt,cumin powder (jeera),sunflower oil,spinach,coriander (dhania) leaves,cloves garlic,red chilli flakes,gram flour (besan),onion,lemon,sweet potatoes skin,thyme leaves,black pepper powder,mint leaves (pudina),dried oregano","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3550,Chettinad Vegetable Pulav Recipe -,"salt,green beans (french beans),ginger,rice,bay leaves (tej patta),cardamom (elaichi) podsseeds,mint leaves (pudina),red chilli powder,cloves garlic,carrot,figaro pure olive oil,pearl onion (sambar onion),green peas (matar),coriander (dhania) leavesor mint leaves,cloves (laung),coriander powder,potato (aloo),turmeric powder,green chillies","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3551,Eggless Ragi & Whole Wheat Crisp Biscuits Recipe,"baking powder,wheat flour,butter cold,ragi flour (finger millet nagli),sugar,milk knead the dough","1,1,1,1,1,1"
3552,Cheesy Grilled Sandwich With Smoked Chicken Recipe,"cheese,wheat brown bread,salt,ginger,kashmiri red chilli powder,mustard oil,ghee,green chutney (coriander mint) dhaniya pudina chutney,curd,garlic,lemon,charcoal piece,coriander powder,chicken breasts,butter,garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3553,Papad Parathas Recipe,"salt,papad,coriander (dhania) leaves,chaat masala powder,red chilli powder,onion,wheat flour kneaded dough,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1"
3554,Methi Bajra Poori Recipe,"salt,wheat flour,cumin powder (jeera),sunflower oil,coriander powder,amchur (dry mango powder),fennel seeds (saunf),methi leaves (fenugreek leaves),bajra flour ( pearl millet),turmeric powder,sesame seeds (til seeds),red chilli powder green chilli paste,garlic paste","1,1,1,1,1,1,1,1,1,1,1,1,1"
3555,Healthy Spicy Banana Cake Recipe,"baking powder,wheat flour,salt,bananas,nutmeg powder,baking soda,curd,vanilla,canola oil,brown sugar (demerara sugar),chia seeds,walnuts,sunflower seeds sprinkling on top,cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3556,Fenugreek Spiced Sardine Fish Curry Recipe,"tomato,salt,coconut,gingelly oil sunflower oil,cloves garlic,curry leaves,black peppercorns,red chilli powder,dry red chillies,onion,methi seeds (fenugreek seeds),coriander (dhania) seeds,tamarind paste,cumin seeds (jeera),turmeric powder,sardine fish","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3557,Whole Wheat Fruit and Nut Cup Cake Recipe,"cashew nuts,baking powder,wheat flour,sunflower oil,apricots,cardamom (elaichi) podsseeds seeds,milk,jaggery,baking soda,vanilla,badam (almond),cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1,1,1"
3558,Kare Badge Badge Papa Badge Badge Badge |,"salt,karela (bitter gourd pavakkai),asafoetida (hing),ajwain (carom seeds),red chilli powder,cloves garlic,gram flour (besan),turmeric powder","1,1,1,1,1,1,1,1"
3559,Jowar Dhani Chivda Recipe,"salt,papads,jowar seeds,curry leaves,dry red chillies,peanuts (moongphali),turmeric powder,sunflower oil","1,1,1,1,1,1,1,1"
3560,Moroccan Harira Recipe (Thick Soup With Chickpeas & Masoor Dal),"salt,cumin powder (jeera),vegetable stock water,coriander (dhania) leaves,paprika powder,mint leaves (pudina) dried,cloves garlic,carrot,virgin olive oil,kabuli chana (white chickpeas),curd,onion,parsley leaves,black pepper powder,coriander powder,turmeric powder,masoor dal,cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3561,Spicy Mixed Vegetables Rice Cutlet Recipe,"salt,cumin powder (jeera),green chilli,rice,coriander (dhania) leaves,potato (aloo),red chilli powder,water,carrot,onion,coriander powder,flour (maida),turmeric powder,wheat bread crumbs,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3562,Upside Down Pear Ginger Cake Recipe,"baking powder,wheat flour,ginger,pears,virgin olive oil,curd,almond meal (badam powder),lemon,caster sugar,butter","1,1,1,1,1,1,1,1,1,1"
3563,Ande Ka Salan Recipe - Tangy Egg Masala in Peanut Gravy,"tomato,green chillies,ginger,tamarind water,coconut,mustard seeds,coriander (dhania) leaves,red chilli powder,water,peanuts,cloves garlic,curry leaves,onion,cumin seeds (jeera),methi seeds (fenugreek seeds),coriander (dhania) powder,eggs,turmeric powder,sesame seeds (til seeds),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3564,Oats Omelette Recipe,"tomato,salt,green chilli,milk,red chilli powder,onion,green bell pepper (capsicum),eggs,pepper,instant oats (oatmeal),sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
3565,Southern Style Fried Chicken Recipe,"salt,baking powder,paprika powder,chicken wings wth skin,rosemary dry,red chilli powder,garlic powder,eggs,black pepper powder,buttermilk,flour (maida),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
3566,Egg And Harissa Sandwich Recipe,"tomato,wheat brown bread,lettuce leaves,butter toasting,salt,onion,veeba harissa sauce,pepper,eggs","1,1,1,1,1,1,1,1,1"
3567,Chaas Dahi Vada Recipe - Dahi Vada in Refreshing Buttermilk,"figaro pure olive oil pan,salt,chaat masala powder,water,curd,sugar,green chillies (or per paste),cumin seeds (jeera),mint leaves (pudina),green chillies,white urad dal","1,1,1,1,1,1,1,1,1,1,1"
3568,Chingiri Paturi Recipe,"salt,mustard oil,coconut,mustard seeds,banana leaf,poppy seeds,lemon,green chillies,prawns","1,1,1,1,1,1,1,1,1"
3569,Cajun Style Potatoes Recipe,"salt,coriander (dhania) leaves,paprika powder,onion powder,virgin olive oil,onion,garlic powder,thyme leaves,black pepper powder,potato (aloo),dried oregano","1,1,1,1,1,1,1,1,1,1,1"
3570,Puli Upma Recipe in Ragi Pachai - Ragi Flower Upma Recipe,"salt,sunflower oil making the upma,ginger,mustard seeds,asafoetida (hing),ghee,curry leaves,curd,ragi flour (finger millet nagli),white urad dal (split),green chillies","1,1,1,1,1,1,1,1,1,1,1"
3571,Raw Banana Chivda Recipe,"cashew nuts,salt,chaat masala powder,raisins,red chilli powder,banana,curry leaves,badam (almond),peanuts (moongphali),caster sugar,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
3572,Shahi Tukda Gajar Halwa Shots With Rabri Recipe,"wheat brown bread,khoya (mawa),carrot (preferably red),pistachios,ghee,milk,saffron strands,rose water,water,sugar,cardamom powder (elaichi),almonds (badam)","1,1,1,1,1,1,1,1,1,1,1,1"
3573,Bhatt Ki Dal Recipe - Traditional Kumaoni Black Bean Dal,"salt,wheat flour,ghee,black beans,red chilli powder,cloves garlic,onion,cumin seeds (jeera),coriander powder,turmeric powder,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
3574,Matar Pudina Oat & Broken Wheat Tikki Recipe,"salt,ginger,sunflower oil tikkis,paneer,chaat masala powder,green peas (matar),onion,mint leaves (pudina),rolled oats instant oats,green chillies,sweet potatoes","1,1,1,1,1,1,1,1,1,1,1"
3575,Black Forest Cake Recipe,"baking powder,chocolate shavings,hung curd (greek yogurt),heavy whipping cream,cherry compote,dark chocolate chips,sugar,vanilla,dark chocolate,eggs,chocolate chips white chocolate,cocoa powder,dark chocolate milk chocolate,flour (maida),icing sugar,butter,canned cherries available cherries","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3576,Happy Dahi Wali Gourd Recipe - Yogurt Based Bottle Gourd Vegetable,"tomato,salt,mustard seeds,red chilli powder,cloves garlic,water,curry leaves,curd,onion,bottle gourd (lauki),cumin seeds (jeera),coriander powder,turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3577,Chicken Pakora Recipe - Chicken Fritters,"salt,chaat masala powder,red chilli powder,water,gram flour (besan),coriander (dhania) leaves,onion,chicken,cumin seeds (jeera),turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
3578,Roasted Vegetables With Tahini Sauce Recipe,"salt,red bell pepper (capsicum),tahini,brinjal (baingan eggsplant),cloves garlic,virgin olive oil,za'atar,parsley leaves,large carrot,onion,broccoli,lemon,green zucchini,walnuts","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3579,Karnataka Style Ellu Bella Recipe (Sankrati Mix Recipe),"gram dal (pottukadalai),jaggery,dry coconut (kopra),peanuts (moongphali),sesame seeds (til seeds)","1,1,1,1,1"
3580,Peanut Curry Recipe,"salt,coconut,kokum (malabar tamarind),ghee,jaggery,red chilli powder,water,curry leaves,cumin seeds (jeera),peanuts (moongphali),cloves (laung),green chillies","1,1,1,1,1,1,1,1,1,1,1,1"
3581,Savory Tart Recipe with Grape and Gouda Cheese,"tomato,salt,gouda cheese (or sharp cheddar),mozzarella cheese,red chilli flakes,mixed herbs (dried) italian,green seedless grapes,black olives,black pepper powder,recipe pie crust,tomato basil pasta sauce","1,1,1,1,1,1,1,1,1,1,1"
3582,Healthy Tomato Carrot Onion Soup Recipe,"tomato,salt,cloves garlic,carrot,black peppercorns,sugar,onion,sunflower oil","1,1,1,1,1,1,1,1"
3583,Biryani Masala Powder Recipe,"black cardamom (badi elaichi),bay leaves (tej patta),cardamom (elaichi) podsseeds,nutmeg powder,ajwain (carom seeds),black peppercorns,st flower,coriander (dhania) seeds,cinnamon stick (dalchini),cumin seeds (jeera),mace (javitri),cloves (laung),star anise","1,1,1,1,1,1,1,1,1,1,1,1,1"
3584,Italian Pasta Sizzler Recipe,"tomato,virgin olive oil,pasta (of,carrot,cloves garlic using mortar pestle,sweet corn,onion,black pepper powder,cabbage (patta gobi muttaikose) ( keep cold water till use),sunflower oil,salt,mozzarella cheese,basil leaves,wheat brown bread,green beans (french beans),cauliflower (gobi),water,red yellow green bell peppers (capsicum),potato (aloo) fingers,butter salted,butter,corn flour mix water,red chilli flakes,italian,cloves garlic (sm","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3585,Whole Wheat Sonth Ke Ladoo Recipe,"wheat flour,ghee,mixed nuts almonds,jaggery,dry coconut (kopra),dry ginger powder (sonth),gond (natural gum)","1,1,1,1,1,1,1"
3586,Crispy Lavash Recipe | Lebanese Bread (Eggless),"salt,black sesame seeds,virgin olive oil,red chilli flakes,water,flour (maida),sesame seeds (til seeds),dried oregano","1,1,1,1,1,1,1,1"
3587,Quick & Easy Creamy Fruit Trifle Recipe,"sugar,hung curd (greek yogurt),marie biscuit,strawberry compote recipe","1,1,1,1"
3588,Chilli Chicken Recipe - Delicious Indian Style Chinese Chicken,"salt,corn flour,coriander (dhania) leaves,soy sauce,white vinegar,red chilli sauce,eggs,tomato ketchup,ginger garlic paste,onion,water,sunflower oil oil,spring onion (bulb greens),green bell pepper (capsicum),chicken breasts bless,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3589,Bacon Quiche Tart Recipe,"cheese,salt,bacon,eggs,butter cold,cloves garlic,onion,gram flour (maida),lemon,parsley leaves,black pepper powder,eggs,butter","1,1,1,1,1,1,1,1,1,1,1,1,1"
3590,Aloo Bonda Recipe (Deep Fried Snack With Potato Filling),"salt,ginger,rice flour,mustard seeds,asafoetida (hing),coriander (dhania) leaves,ajwain (carom seeds),red chilli powder,water,curry leaves,gram flour (besan),cumin seeds (jeera),lemon,potato (aloo),turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3591,Rajasthani Gunday Pickle Recipe (Bird Lime Pickle),"salt,mustard oil,asafoetida (hing),fennel seeds (saunf),split methi seeds (methi kuria),red chilli powder,gunde (bird lime),turmeric powder,split mustard seeds (rai kuria)","1,1,1,1,1,1,1,1,1"
3592,Spicy Goan Style Mushrooms Recipe,"salt,button mushrooms,cloves garlic,red chilli powder,sooji (semolina rava),rice flour,turmeric powder,sunflower oil","1,1,1,1,1,1,1,1"
3593,Baked Whole Wheat Salsa Tart Recipe,"tomato,salt,wheat flour,red bell pepper (capsicum),cumin powder (jeera),tabasco original sauce,mozzarella cheese,water,virgin olive oil,spring onion (bulb greens),onion,butter cubes,green chillies","1,1,1,1,1,1,1,1,1,1,1,1,1"
3594,Dal Kabila Recipe - Diabetic Urad Dal Tadka,"tomato,ginger,green chilli,ghee,black pepper corns,cinnamon stick,red chilli powder,cloves garlic,water,white urad dal (split),dry red chillies,onion,coriander (dhania) leaves,cumin seeds (jeera),coriander powder,turmeric powder,cloves (laung),garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3595,Thumbprint Salted Caramel Chocolate Cookies Recipe,"salt,eggs,baking soda,vivatta maida,vanilla,brown sugar (demerara sugar),condensed milk,cocoa powder,chocolate chips,butter","1,1,1,1,1,1,1,1,1,1"
3596,Olive Oil & Cranberry Cookies Recipe,"baking powder,wheat flour,salt,milk,virgin olive oil,vivatta maida,sugar,cranberries","1,1,1,1,1,1,1,1"
3597,Green Beans And Scrambled Egg Recipe,"salt,green beans (french beans),green chilli,cumin seeds (jeera),black pepper powder,eggs,turmeric powder,sunflower oil","1,1,1,1,1,1,1,1"
